CAX22ROOTFL-CAX22ROOTGC,CAX22ROOTFL-CAX22ROOTGC,CAX22ROOTGC-COL00ROOTGC,CAX22ROOTGC-COL00ROOTGC,CAX22SHOOTFL-CAX22SHOOTGC,CAX22SHOOTFL-CAX22SHOOTGC,CAX22SHOOTGC-COL00SHOOTGC,CAX22SHOOTGC-COL00SHOOTGC,CAX23ROOTFL-CAX23ROOTGC,CAX23ROOTFL-CAX23ROOTGC,CAX23ROOTGC-COL00ROOTGC,CAX23ROOTGC-COL00ROOTGC,CAX23SHOOTFL-CAX23SHOOTGC,CAX23SHOOTFL-CAX23SHOOTGC,CAX23SHOOTGC-COL00SHOOTGC,CAX23SHOOTGC-COL00SHOOTGC,COL00ROOTFL-COL00ROOTGC,COL00ROOTFL-COL00ROOTGC,COL00SHOOTFL-COL00SHOOTGC,COL00SHOOTFL-COL00SHOOTGC
"UP, 180 genes","Down, 0 genes","UP, 12 genes","Down, 113 genes","UP, 7 genes","Down, 4 genes","UP, 53 genes","Down, 121 genes","UP, 352 genes","Down, 459 genes","UP, 16 genes","Down, 13 genes","UP, 325 genes","Down, 45 genes","UP, 18 genes","Down, 143 genes","UP, 204 genes","Down, 90 genes","UP, 299 genes","Down, 33 genes"
AT1G01140,,AT1G24270,AT1G02250,AT1G04800,AT1G17300,AT1G13635,AT1G01130,AT1G01460,AT1G04350,AT1G29660,AT1G43590,AT1G01340,AT1G08430,AT1G18140,AT1G01130,AT1G01580,AT1G07550,AT1G01680,AT1G02620
AT1G03130,,AT1G29810,AT1G04110,AT2G18370,AT2G39518,AT1G26290,AT1G05575,AT1G01680,AT1G05575,AT1G29810,AT2G01029,AT1G01480,AT1G12520,AT1G29810,AT1G02400,AT1G01680,AT1G08430,AT1G02220,AT1G08430
AT1G06360,,AT2G01422,AT1G04920,AT3G01260,AT3G59220,AT1G29810,AT1G08315,AT1G02230,AT1G06090,AT1G29920,AT2G02120,AT1G01680,AT1G22470,AT1G52530,AT1G02520,AT1G02230,AT1G16910,AT1G02360,AT1G19540
AT1G07180,,AT2G05350,AT1G07795,AT3G28550,AT4G13420,AT1G30700,AT1G11740,AT1G02450,AT1G06120,AT2G01422,AT2G05995,AT1G02230,AT1G22500,AT1G58340,AT1G02900,AT1G02450,AT1G19390,AT1G02450,AT1G20070
AT1G14150,,AT2G44590,AT1G09930,AT3G54580,,AT1G54890,AT1G18200,AT1G02850,AT1G06360,AT2G01590,AT2G06002,AT1G02360,AT1G45616,AT1G77960,AT1G06800,AT1G02850,AT1G22380,AT1G02520,AT1G21550
AT1G14880,,AT3G28899,AT1G11340,AT3G58550,,AT1G65690,AT1G19020,AT1G04330,AT1G07050,AT3G55240,AT2G12385,AT1G02450,AT1G57590,AT2G01422,AT1G07090,AT1G02930,AT1G30260,AT1G05700,AT1G22490
AT1G15980,,AT3G30720,AT1G11590,AT4G29020,,AT1G66700,AT1G19190,AT1G04380,AT1G07460,AT4G14548,AT2G12390,AT1G02520,AT1G62440,AT2G21060,AT1G08090,AT1G05650,AT1G33100,AT1G05880,AT1G30860
AT1G16410,,AT4G09875,AT1G11990,,,AT1G73260,AT1G20500,AT1G05650,AT1G07550,AT4G16880,AT3G33528,AT1G03800,AT1G67105,AT3G23450,AT1G08315,AT1G05880,AT1G44030,AT1G08310,AT1G34100
AT1G17710,,AT5G18910,AT1G16230,,,AT2G01422,AT1G20823,AT1G05680,AT1G07560,AT5G14740,AT3G42658,AT1G07900,AT1G70080,AT3G44570,AT1G13470,AT1G08090,AT1G45015,AT1G08320,AT1G44830
AT1G19150,,AT5G24915,AT1G17420,,,AT2G29460,AT1G24140,AT1G05880,AT1G07620,AT5G15360,AT4G16892,AT1G08090,AT1G73325,AT4G14548,AT1G19020,AT1G08165,AT1G45020,AT1G11120,AT1G57590
AT1G19960,,AT5G28335,AT1G19020,,,AT2G29490,AT1G25400,AT1G06148,AT1G08430,AT5G18910,AT5G34790,AT1G08310,AT1G80160,AT4G21830,AT1G19190,AT1G12030,AT1G51830,AT1G13470,AT1G62440
AT1G21130,,AT5G39820,AT1G19210,,,AT2G30750,AT1G27720,AT1G06170,AT1G08670,AT5G25980,AT5G34795,AT1G12160,AT2G02700,AT4G29020,AT1G20500,AT1G14540,AT1G51840,AT1G13480,AT1G67265
AT1G21250,,,AT1G20120,,,AT2G37070,AT1G27730,AT1G06830,AT1G09240,AT5G26000,AT5G34800,AT1G12200,AT2G02990,AT4G30460,AT1G20823,AT1G17180,AT1G51870,AT1G13520,AT1G73325
AT1G22630,,,AT1G20390,,,AT2G43570,AT1G28370,AT1G07900,AT1G10220,AT5G55050,,AT1G13470,AT2G20470,AT5G11330,AT1G24140,AT1G17710,AT1G52060,AT1G13530,AT1G77640
AT1G22690,,,AT1G21326,,,AT2G44480,AT1G30370,AT1G07985,AT1G11190,AT5G64770,,AT1G13480,AT2G20880,AT5G24240,AT1G27730,AT1G18970,AT1G52070,AT1G13609,AT2G22860
AT1G24148,,,AT1G27565,,,AT2G44590,AT1G33760,AT1G08090,AT1G11530,ATMG00030,,AT1G13520,AT2G22930,AT5G24780,AT1G28370,AT1G19960,AT1G53990,AT1G13750,AT2G24610
AT1G25440,,,AT1G28370,,,AT2G45220,AT1G33770,AT1G08165,AT1G11740,,,AT1G13609,AT2G24610,AT5G43530,AT1G30370,AT1G21130,AT1G62510,AT1G14540,AT2G32290
AT1G27480,,,AT1G29680,,,AT3G04320,AT1G35140,AT1G08440,AT1G12110,,,AT1G13750,AT2G29370,AT5G55050,AT1G30730,AT1G21240,AT1G65390,AT1G14550,AT2G47270
AT1G29660,,,AT1G43590,,,AT3G09080,AT1G42980,AT1G09080,AT1G13300,,,AT1G13830,AT3G02410,,AT1G33760,AT1G21320,AT1G68190,AT1G14870,AT3G02410
AT1G29910,,,AT1G48405,,,AT3G09270,AT1G43590,AT1G11070,AT1G14150,,,AT1G14540,AT3G15720,,AT1G35140,AT1G22150,AT1G73300,AT1G15520,AT3G19040
AT1G29920,,,AT1G54970,,,AT3G13170,AT1G55440,AT1G13609,AT1G14930,,,AT1G14550,AT3G21460,,AT1G42980,AT1G23730,AT1G76620,AT1G16150,AT3G19390
AT1G31580,,,AT1G56060,,,AT3G13610,AT1G56150,AT1G14540,AT1G15405,,,AT1G14870,AT3G59220,,AT1G43590,AT1G24575,AT1G78460,AT1G17020,AT3G43850
AT1G32080,,,AT1G61097,,,AT3G22240,AT1G60190,AT1G17180,AT1G15540,,,AT1G15520,AT3G59930,,AT1G53700,AT1G26240,AT1G80240,AT1G17170,AT3G44870
AT1G33811,,,AT1G62030,,,AT3G26830,AT1G64500,AT1G17710,AT1G15640,,,AT1G17020,AT3G61900,,AT1G55440,AT1G26250,AT2G02450,AT1G18860,AT3G61900
AT1G45010,,,AT1G65390,,,AT3G28880,AT1G66090,AT1G18870,AT1G15980,,,AT1G17745,AT4G01080,,AT1G56150,AT1G26380,AT2G13910,AT1G18870,AT4G16563
AT1G49570,,,AT1G65940,,,AT3G28899,AT1G66160,AT1G19320,AT1G16515,,,AT1G19250,AT4G01430,,AT1G60190,AT1G26390,AT2G14210,AT1G18970,AT4G25810
AT1G52342,,,AT1G66160,,,AT3G30720,AT1G66170,AT1G19530,AT1G19390,,,AT1G21110,AT4G14780,,AT1G62770,AT1G26410,AT2G16380,AT1G18980,AT5G07450
AT1G54820,,,AT1G69523,,,AT3G44300,AT1G66500,AT1G21240,AT1G19670,,,AT1G21120,AT4G15100,,AT1G66500,AT1G26420,AT2G22630,AT1G19250,AT5G07700
AT1G54970,,,AT1G70130,,,AT3G44570,AT1G67105,AT1G21320,AT1G20180,,,AT1G21240,AT4G22470,,AT1G67105,AT1G29290,AT2G22980,AT1G21240,AT5G14180
AT1G56520,,,AT1G71866,,,AT3G46690,AT1G69900,AT1G22150,AT1G21100,,,AT1G21310,AT4G29550,,AT1G69900,AT1G29740,AT2G23010,AT1G21310,AT5G14230
AT1G58561,,,AT1G72520,,,AT3G50280,AT1G73870,AT1G23730,AT1G21210,,,AT1G22150,AT4G30290,,AT1G71130,AT1G32350,AT2G28270,AT1G23730,AT5G15500
AT1G58602,,,AT1G73805,,,AT3G59220,AT1G77640,AT1G24880,AT1G21310,,,AT1G23110,AT5G07450,,AT1G72950,AT1G33030,AT2G28860,AT1G26240,AT5G42900
AT1G60750,,,AT1G74820,,,AT3G60490,AT1G80180,AT1G26240,AT1G22500,,,AT1G23720,AT5G07700,,AT1G73805,AT1G35310,AT2G29010,AT1G26250,AT5G47330
AT1G61300,,,AT1G74830,,,AT4G03292,AT2G01180,AT1G26380,AT1G22630,,,AT1G23730,AT5G11410,,AT1G74430,AT1G44130,AT2G31083,AT1G26380,
AT1G62630,,,AT1G74930,,,AT4G11650,AT2G04795,AT1G26390,AT1G24420,,,AT1G23840,AT5G12020,,AT1G74440,AT1G48000,AT2G31085,AT1G26390,
AT1G65800,,,AT1G76600,,,AT4G13420,AT2G05995,AT1G26410,AT1G29179,,,AT1G26390,AT5G14180,,AT1G80180,AT1G48800,AT2G32530,AT1G26400,
AT1G66100,,,AT1G76640,,,AT4G14390,AT2G06002,AT1G26420,AT1G29180,,,AT1G26410,AT5G15800,,AT2G01080,AT1G49570,AT2G34350,AT1G26410,
AT1G66970,,,AT1G78160,,,AT4G15890,AT2G11300,AT1G28430,AT1G29190,,,AT1G26420,AT5G19110,,AT2G01340,AT1G51420,AT2G34960,AT1G26420,
AT1G68520,,,AT1G79860,,,AT4G21830,AT2G15060,AT1G29290,AT1G29920,,,AT1G29860,AT5G20240,,AT2G01610,AT1G52343,AT2G36110,AT1G29290,
AT1G68530,,,AT1G80590,,,AT4G23700,AT2G15810,AT1G29740,AT1G30140,,,AT1G30515,AT5G20260,,AT2G03200,AT1G54575,AT3G02620,AT1G30700,
AT1G68600,,,AT1G80840,,,AT4G25540,AT2G17880,AT1G29860,AT1G30260,,,AT1G30700,AT5G38200,,AT2G05995,AT1G56150,AT3G10870,AT1G30720,
AT1G68780,,,AT2G01029,,,AT4G34510,AT2G23690,AT1G32350,AT1G31885,,,AT1G30720,AT5G38780,,AT2G06002,AT1G56430,AT3G13840,AT1G30730,
AT1G69730,,,AT2G01034,,,AT5G07010,AT2G24600,AT1G32960,AT1G33817,,,AT1G30900,AT5G47330,,AT2G15042,AT1G56600,AT3G13950,AT1G30900,
AT1G69930,,,AT2G05720,,,AT5G11330,AT2G24610,AT1G33612,AT1G33840,,,AT1G32350,AT5G53870,,AT2G15810,AT1G57640,AT3G16530,AT1G32350,
AT1G71140,,,AT2G05995,,,AT5G13080,AT2G27080,AT1G43800,AT1G34044,,,AT1G32960,AT5G61350,,AT2G17880,AT1G58320,AT3G25790,AT1G32940,
AT1G73830,,,AT2G06002,,,AT5G15130,AT2G30020,AT1G44130,AT1G34050,,,AT1G33030,,,AT2G18370,AT1G60470,AT3G28345,AT1G35230,
AT1G77210,,,AT2G06860,,,AT5G20640,AT2G32030,AT1G44890,AT1G35290,,,AT1G35230,,,AT2G20142,AT1G60750,AT3G29078,AT1G44130,
AT2G03310,,,AT2G07070,,,AT5G24090,AT2G32190,AT1G47395,AT1G35350,,,AT1G35260,,,AT2G23540,AT1G61130,AT3G29767,AT1G47395,
AT2G03550,,,AT2G11320,,,AT5G26290,AT2G32210,AT1G47400,AT1G43140,,,AT1G35710,,,AT2G28400,AT1G62290,AT3G29780,AT1G47400,
AT2G03750,,,AT2G12360,,,AT5G43040,AT2G33580,AT1G47960,AT1G44030,,,AT1G44130,,,AT2G32030,AT1G62420,AT3G30720,AT1G47840,
AT2G03980,,,AT2G12385,,,AT5G55050,AT2G35710,AT1G48000,AT1G44050,,,AT1G45145,,,AT2G32190,AT1G63750,AT3G44755,AT1G47890,
AT2G04039,,,AT2G12390,,,AT5G57480,AT2G35930,AT1G48660,AT1G45015,,,AT1G47395,,,AT2G32210,AT1G65481,AT3G46270,AT1G51890,
AT2G05070,,,AT2G20570,,,AT5G60730,AT2G38790,AT1G48800,AT1G45020,,,AT1G47400,,,AT2G35930,AT1G65485,AT3G46800,AT1G51913,
AT2G05380,,,AT2G25460,,,,AT2G39980,AT1G49570,AT1G45616,,,AT1G47890,,,AT2G36220,AT1G65500,AT3G47040,AT1G51920,
AT2G05520,,,AT2G25735,,,,AT2G41010,AT1G49750,AT1G49100,,,AT1G51890,,,AT2G37530,AT1G67270,AT3G48740,AT1G52530,
AT2G10940,,,AT2G26610,,,,AT2G44840,AT1G52343,AT1G49860,,,AT1G51920,,,AT2G39980,AT1G69920,AT3G59720,AT1G53625,
AT2G14560,,,AT2G28210,,,,AT3G01430,AT1G52560,AT1G51260,,,AT1G55790,,,AT2G41010,AT1G69930,AT4G10830,AT1G53990,
AT2G15042,,,AT2G32030,,,,AT3G07195,AT1G52690,AT1G51270,,,AT1G56120,,,AT2G43050,AT1G71140,AT4G14780,AT1G55790,
AT2G15080,,,AT2G37430,,,,AT3G12830,AT1G52700,AT1G51470,,,AT1G56600,,,AT2G43540,AT1G72900,AT4G18197,AT1G56120,
AT2G20570,,,AT2G37800,,,,AT3G14440,AT1G54575,AT1G51480,,,AT1G57630,,,AT2G44370,AT1G72930,AT4G18205,AT1G58225,
AT2G25510,,,AT2G44780,,,,AT3G15210,AT1G55230,AT1G51820,,,AT1G61800,,,AT2G44380,AT1G73220,AT4G37160,AT1G58410,
AT2G26580,,,AT2G44840,,,,AT3G16860,AT1G56430,AT1G51830,,,AT1G65690,,,AT2G47130,AT1G73830,AT4G37235,AT1G61800,
AT2G26740,,,AT2G47190,,,,AT3G19040,AT1G56600,AT1G51840,,,AT1G65970,,,AT2G48010,AT1G76800,AT4G37240,AT1G61820,
AT2G27385,,,AT3G02645,,,,AT3G19580,AT1G58007,AT1G51870,,,AT1G66600,,,AT3G01430,AT1G77210,AT4G40065,AT1G64940,
AT2G29090,,,AT3G03240,,,,AT3G21150,AT1G58320,AT1G51880,,,AT1G66700,,,AT3G01840,AT2G02930,AT4G40070,AT1G65481,
AT2G29290,,,AT3G03280,,,,AT3G27940,AT1G60380,AT1G52050,,,AT1G66960,,,AT3G07195,AT2G04040,AT5G02000,AT1G65690,
AT2G32540,,,AT3G07820,,,,AT3G42658,AT1G60470,AT1G52060,,,AT1G67520,,,AT3G10300,AT2G04070,AT5G07560,AT1G66600,
AT2G32690,,,AT3G14440,,,,AT3G43828,AT1G60590,AT1G52070,,,AT1G67810,,,AT3G14440,AT2G04460,AT5G07570,AT1G66700,
AT2G32870,,,AT3G16860,,,,AT3G44260,AT1G61130,AT1G52950,,,AT1G68620,,,AT3G14630,AT2G05380,AT5G07571,AT1G66960,
AT2G34430,,,AT3G17320,,,,AT3G46090,AT1G62530,AT1G53940,,,AT1G70170,,,AT3G15210,AT2G15490,AT5G08000,AT1G67270,
AT2G35830,,,AT3G18810,,,,AT3G50260,AT1G65481,AT1G53950,,,AT1G71390,,,AT3G16510,AT2G17040,AT5G17720,AT1G67330,
AT2G36770,,,AT3G19580,,,,AT3G50350,AT1G65485,AT1G53990,,,AT1G73010,,,AT3G18690,AT2G23960,AT5G20470,AT1G67520,
AT2G36800,,,AT3G22860,,,,AT3G52400,AT1G65910,AT1G54740,,,AT1G73805,,,AT3G19040,AT2G24000,AT5G22890,AT1G67810,
AT2G36970,,,AT3G23480,,,,AT3G55840,AT1G66090,AT1G54820,,,AT1G74080,,,AT3G19390,AT2G24720,AT5G23660,AT1G67980,
AT2G41090,,,AT3G27940,,,,AT3G56790,AT1G66600,AT1G56540,,,AT1G74190,,,AT3G19580,AT2G25440,AT5G23980,AT1G68150,
AT2G43010,,,AT3G28330,,,,AT4G05049,AT1G66610,AT1G58460,,,AT1G74460,,,AT3G21780,AT2G26400,AT5G27200,AT1G68450,
AT3G01500,,,AT3G48790,,,,AT4G08040,AT1G67270,AT1G60050,,,AT1G74500,,,AT3G22235,AT2G26560,AT5G38100,AT1G68620,
AT3G04210,,,AT3G62850,,,,AT4G08109,AT1G69880,AT1G60110,,,AT1G74770,,,AT3G25510,AT2G29220,AT5G39000,AT1G69720,
AT3G04290,,,AT4G01360,,,,AT4G08112,AT1G69920,AT1G61270,,,AT1G78410,,,AT3G30720,AT2G29250,AT5G42600,AT1G70170,
AT3G05370,,,AT4G11890,,,,AT4G14370,AT1G69930,AT1G61480,,,AT1G79680,,,AT3G42658,AT2G29350,AT5G45120,AT1G70440,
AT3G14210,,,AT4G14860,,,,AT4G17490,AT1G71140,AT1G61560,,,AT2G01610,,,AT3G50260,AT2G29460,AT5G45850,AT1G73010,
AT3G14620,,,AT4G16892,,,,AT4G23205,AT1G72920,AT1G61950,,,AT2G03200,,,AT3G50960,AT2G30140,AT5G47450,AT1G73260,
AT3G15840,,,AT4G17470,,,,AT4G24570,AT1G73120,AT1G62262,,,AT2G04040,,,AT3G52400,AT2G30540,AT5G47550,AT1G73780,
AT3G16670,,,AT4G17490,,,,AT4G24580,AT1G73220,AT1G62510,,,AT2G04070,,,AT3G53980,AT2G30660,AT5G50760,AT1G74080,
AT3G19850,,,AT4G24170,,,,AT4G25810,AT1G74810,AT1G63350,,,AT2G04100,,,AT3G55840,AT2G30670,AT5G51870,AT1G74190,
AT3G21790,,,AT4G29780,,,,AT4G25820,AT1G75250,AT1G65390,,,AT2G04495,,,AT3G56710,AT2G30750,AT5G52260,AT1G74590,
AT3G22235,,,AT4G30430,,,,AT4G27652,AT1G75700,AT1G65486,,,AT2G07795,,,AT3G60420,AT2G30770,AT5G52320,AT1G74770,
AT3G23450,,,AT4G34400,,,,AT4G27654,AT1G76410,AT1G65490,,,AT2G14247,,,AT4G00700,AT2G32487,AT5G52790,AT1G78780,
AT3G25760,,,AT4G36490,,,,AT4G30280,AT1G77120,AT1G65570,,,AT2G15040,,,AT4G01533,AT2G32860,AT5G53190,AT1G79680,
AT3G26180,,,AT4G39403,,,,AT4G38400,AT1G77860,AT1G66100,,,AT2G15042,,,AT4G14370,AT2G36970,AT5G60910,AT2G03360,
AT3G26200,,,AT5G03620,,,,AT5G01100,AT1G77870,AT1G66920,,,AT2G15480,,,AT4G17220,AT2G37770,,AT2G04100,
AT3G26280,,,AT5G04340,,,,AT5G04340,AT1G78320,AT1G68040,,,AT2G18370,,,AT4G17490,AT2G37870,,AT2G05510,
AT3G28070,,,AT5G08000,,,,AT5G05380,AT1G78478,AT1G68320,,,AT2G18660,,,AT4G18610,AT2G37900,,AT2G13810,
AT3G28080,,,AT5G15660,,,,AT5G05440,AT1G78480,AT1G69900,,,AT2G18690,,,AT4G20390,AT2G38920,,AT2G14247,
AT3G28220,,,AT5G22250,,,,AT5G07110,AT1G79480,AT1G69990,,,AT2G19190,,,AT4G23205,AT2G39400,,AT2G15490,
AT3G28270,,,AT5G27420,,,,AT5G10700,AT1G80760,AT1G70080,,,AT2G20800,,,AT4G24570,AT2G39510,,AT2G17050,
AT3G45140,,,AT5G35110,,,,AT5G13200,AT2G01340,AT1G70260,,,AT2G21850,,,AT4G24580,AT2G39980,,AT2G17740,
AT3G46370,,,AT5G40605,,,,AT5G14230,AT2G02120,AT1G70860,,,AT2G22510,,,AT4G25390,AT2G40750,,AT2G18660,
AT3G46780,,,AT5G41740,,,,AT5G14690,AT2G02930,AT1G71030,,,AT2G23540,,,AT4G26200,AT2G41810,,AT2G19190,
AT3G47250,,,AT5G41750,,,,AT5G14740,AT2G04040,AT1G71050,,,AT2G24165,,,AT4G29610,AT2G43510,,AT2G24165,
AT3G47430,,,AT5G42380,,,,AT5G14750,AT2G04050,AT1G72220,,,AT2G25440,,,AT4G30420,AT2G43570,,AT2G25440,
AT3G48200,,,AT5G45520,,,,AT5G17350,AT2G04070,AT1G73300,,,AT2G27660,,,AT4G32890,AT2G43620,,AT2G25940,
AT3G48720,,,AT5G52750,,,,AT5G22250,AT2G04460,AT1G73340,,,AT2G29100,,,AT5G01100,AT2G43890,,AT2G26290,
AT3G49260,,,AT5G52760,,,,AT5G26920,AT2G05441,AT1G73870,,,AT2G29460,,,AT5G01730,AT2G44460,,AT2G26400,
AT3G51420,,,AT5G54190,,,,AT5G27420,AT2G10430,AT1G76210,,,AT2G29490,,,AT5G04330,AT2G45550,,AT2G27660,
AT3G53280,,,AT5G55056,,,,AT5G28630,AT2G10440,AT1G76620,,,AT2G30750,,,AT5G04340,AT2G45760,,AT2G28960,
AT3G54050,,,AT5G58080,,,,AT5G41750,AT2G14247,AT1G77990,,,AT2G30766,,,AT5G05410,AT2G46495,,AT2G29100,
AT3G54830,,,AT5G58310,,,,AT5G43620,AT2G15490,AT1G80240,,,AT2G30770,,,AT5G05440,AT2G48090,,AT2G29250,
AT3G55240,,,AT5G58680,,,,AT5G44210,AT2G16960,AT2G01020,,,AT2G31020,,,AT5G07475,AT3G03670,,AT2G29350,
AT3G59060,,,AT5G59820,,,,AT5G44350,AT2G17850,AT2G02310,,,AT2G32030,,,AT5G09480,AT3G05400,,AT2G29490,
AT3G59250,,,AT5G61180,,,,AT5G45340,AT2G18328,AT2G02450,,,AT2G32160,,,AT5G10695,AT3G05950,,AT2G30660,
AT3G61550,,,AT5G63130,,,,AT5G47550,AT2G19500,AT2G03310,,,AT2G32680,,,AT5G10750,AT3G08860,,AT2G30750,
AT3G61700,,,AT5G64870,,,,AT5G47960,AT2G19920,AT2G03600,,,AT2G32990,,,AT5G13580,AT3G09922,,AT2G30766,
AT3G62550,,,,,,,AT5G52570,AT2G20800,AT2G03750,,,AT2G33080,,,AT5G13990,AT3G14620,,AT2G30770,
AT3G62950,,,,,,,AT5G54490,AT2G25482,AT2G05540,,,AT2G34210,,,AT5G20740,AT3G15500,,AT2G31020,
AT4G08620,,,,,,,AT5G59550,AT2G25625,AT2G10940,,,AT2G34500,,,AT5G22250,AT3G18250,,AT2G32160,
AT4G09900,,,,,,,AT5G59820,AT2G26400,AT2G11810,,,AT2G34940,,,AT5G22630,AT3G20360,,AT2G32660,
AT4G12290,,,,,,,AT5G62865,AT2G26560,AT2G13360,,,AT2G35980,,,AT5G25260,AT3G21080,,AT2G32680,
AT4G12320,,,,,,,AT5G63130,AT2G27270,AT2G13910,,,AT2G36780,,,AT5G26920,AT3G21352,,AT2G34500,
AT4G13410,,,,,,,AT5G66080,AT2G27550,AT2G14095,,,AT2G37980,,,AT5G27420,AT3G21720,,AT2G34940,
AT4G13500,,,,,,,AT5G67310,AT2G29220,AT2G14210,,,AT2G38860,,,AT5G34790,AT3G23120,,AT2G35980,
AT4G13840,,,,,,,,AT2G29250,AT2G14510,,,AT2G38940,,,AT5G34795,AT3G25730,,AT2G37980,
AT4G14400,,,,,,,,AT2G29350,AT2G14920,,,AT2G39530,,,AT5G34800,AT3G26200,,AT2G38940,
AT4G16880,,,,,,,,AT2G30140,AT2G15020,,,AT2G40740,,,AT5G37690,AT3G26220,,AT2G39530,
AT4G16990,,,,,,,,AT2G30540,AT2G16005,,,AT2G40750,,,AT5G39580,AT3G26820,,AT2G40750,
AT4G17245,,,,,,,,AT2G30660,AT2G16380,,,AT2G41240,,,AT5G41750,AT3G27950,,AT2G41240,
AT4G19170,,,,,,,,AT2G30670,AT2G17055,,,AT2G41380,,,AT5G42440,AT3G28510,,AT2G42060,
AT4G19380,,,,,,,,AT2G30750,AT2G17780,,,AT2G41660,,,AT5G43620,AT3G30725,,AT2G43570,
AT4G22485,,,,,,,,AT2G30766,AT2G18010,,,AT2G43000,,,AT5G47220,AT3G44970,,AT2G44370,
