CAX22ROOTFL-CAX22ROOTGC,CAX22ROOTFL-CAX22ROOTGC,CAX22ROOTGC-COL00ROOTGC,CAX22ROOTGC-COL00ROOTGC,CAX22SHOOTFL-CAX22SHOOTGC,CAX22SHOOTFL-CAX22SHOOTGC,CAX22SHOOTGC-COL00SHOOTGC,CAX22SHOOTGC-COL00SHOOTGC,CAX23ROOTFL-CAX23ROOTGC,CAX23ROOTFL-CAX23ROOTGC,CAX23ROOTGC-COL00ROOTGC,CAX23ROOTGC-COL00ROOTGC,CAX23SHOOTFL-CAX23SHOOTGC,CAX23SHOOTFL-CAX23SHOOTGC,CAX23SHOOTGC-COL00SHOOTGC,CAX23SHOOTGC-COL00SHOOTGC,COL00ROOTFL-COL00ROOTGC,COL00ROOTFL-COL00ROOTGC,COL00SHOOTFL-COL00SHOOTGC,COL00SHOOTFL-COL00SHOOTGC
AT4G23200,,,,,,,,AT2G31160,AT2G18640,,,AT2G43140,,,AT5G54490,AT3G47380,,AT2G44380,
AT4G23290,,,,,,,,AT2G32487,AT2G19570,,,AT2G43570,,,AT5G56540,AT3G47480,,AT2G44460,
AT4G23300,,,,,,,,AT2G32860,AT2G19970,,,AT2G43880,,,AT5G57080,AT3G47510,,AT2G44480,
AT4G23600,,,,,,,,AT2G33020,AT2G21020,,,AT2G44240,,,AT5G58860,AT3G48640,,AT2G45130,
AT4G24120,,,,,,,,AT2G33710,AT2G21200,,,AT2G44370,,,AT5G59550,AT3G49570,,AT2G45220,
AT4G26530,,,,,,,,AT2G34210,AT2G22122,,,AT2G44460,,,AT5G59820,AT3G49580,,AT2G45760,
AT4G27300,,,,,,,,AT2G34540,AT2G22630,,,AT2G44480,,,AT5G62865,AT3G51895,,AT2G47000,
AT4G28780,,,,,,,,AT2G36970,AT2G22750,,,AT2G45130,,,AT5G63130,AT3G56400,,AT2G47010,
AT4G37980,,,,,,,,AT2G37770,AT2G22980,,,AT2G45220,,,AT5G65520,AT3G60140,,AT2G47130,
AT4G38840,,,,,,,,AT2G37870,AT2G22990,,,AT2G45760,,,AT5G66080,AT3G60270,,AT3G01420,
AT4G38860,,,,,,,,AT2G37900,AT2G23010,,,AT2G47010,,,AT5G66200,AT3G60420,,AT3G01990,
AT5G03120,,,,,,,,AT2G38600,AT2G23410,,,AT2G47130,,,AT5G66280,AT3G60470,,AT3G03530,
AT5G04140,,,,,,,,AT2G38920,AT2G23620,,,AT2G48140,,,AT5G66480,AT4G00390,,AT3G05400,
AT5G06690,,,,,,,,AT2G39240,AT2G24710,,,AT3G01420,,,ATMG00665,AT4G01060,,AT3G08860,
AT5G09660,,,,,,,,AT2G39510,AT2G25150,,,AT3G02040,,,,AT4G01430,,AT3G09220,
AT5G13730,,,,,,,,AT2G40390,AT2G25735,,,AT3G05400,,,,AT4G01970,,AT3G09270,
AT5G15780,,,,,,,,AT2G41240,AT2G25890,,,AT3G08860,,,,AT4G10500,,AT3G09922,
AT5G19890,,,,,,,,AT2G41810,AT2G26010,,,AT3G09010,,,,AT4G11170,,AT3G11080,
AT5G20630,,,,,,,,AT2G43500,AT2G26370,,,AT3G09270,,,,AT4G12490,,AT3G11340,
AT5G21430,,,,,,,,AT2G43510,AT2G26580,,,AT3G10815,,,,AT4G13260,,AT3G11580,
AT5G22300,,,,,,,,AT2G43570,AT2G27385,,,AT3G11340,,,,AT4G14020,,AT3G12220,
AT5G24160,,,,,,,,AT2G43620,AT2G28270,,,AT3G12220,,,,AT4G14630,,AT3G12500,
AT5G24210,,,,,,,,AT2G43890,AT2G28850,,,AT3G13090,,,,AT4G15490,,AT3G13610,
AT5G25040,,,,,,,,AT2G44460,AT2G28860,,,AT3G13610,,,,AT4G15680,,AT3G13950,
AT5G25980,,,,,,,,AT2G44990,AT2G28970,,,AT3G13950,,,,AT4G15700,,AT3G15340,
AT5G26000,,,,,,,,AT2G46630,AT2G28990,,,AT3G15536,,,,AT4G21380,,AT3G18010,
AT5G33370,,,,,,,,AT2G46660,AT2G29010,,,AT3G18250,,,,AT4G21680,,AT3G18250,
AT5G38420,,,,,,,,AT2G47010,AT2G29090,,,AT3G21080,,,,AT4G23250,,AT3G21330,
AT5G38430,,,,,,,,AT2G48090,AT2G29290,,,AT3G21240,,,,AT4G24040,,AT3G22600,
AT5G38990,,,,,,,,AT3G01600,AT2G29300,,,AT3G21520,,,,AT4G28420,,AT3G22800,
AT5G39030,,,,,,,,AT3G01990,AT2G29320,,,AT3G21780,,,,AT4G31330,,AT3G23120,
AT5G39210,,,,,,,,AT3G03240,AT2G29370,,,AT3G22600,,,,AT4G31970,,AT3G23175,
AT5G42530,,,,,,,,AT3G05950,AT2G31083,,,AT3G23010,,,,AT4G32950,,AT3G23510,
AT5G43450,,,,,,,,AT3G08700,AT2G31085,,,AT3G23120,,,,AT4G34250,,AT3G25882,
AT5G45820,,,,,,,,AT3G08860,AT2G31540,,,AT3G23510,,,,AT4G35180,,AT3G26440,
AT5G45950,,,,,,,,AT3G09922,AT2G32530,,,AT3G24900,,,,AT4G35640,,AT3G26770,
AT5G46240,,,,,,,,AT3G12730,AT2G32540,,,AT3G25010,,,,AT5G01900,,AT3G26830,
AT5G46490,,,,,,,,AT3G13784,AT2G32610,,,AT3G25240,,,,AT5G02780,,AT3G28510,
AT5G46730,,,,,,,,AT3G14620,AT2G32870,,,AT3G25882,,,,AT5G09730,,AT3G29250,
AT5G48175,,,,,,,,AT3G15990,AT2G32880,,,AT3G26440,,,,AT5G13320,,AT3G44300,
AT5G49730,,,,,,,,AT3G16360,AT2G33790,,,AT3G26830,,,,AT5G13330,,AT3G44540,
AT5G50160,,,,,,,,AT3G17110,AT2G34000,,,AT3G28510,,,,AT5G13370,,AT3G45060,
AT5G50790,,,,,,,,AT3G17730,AT2G34350,,,AT3G28550,,,,AT5G14570,,AT3G45860,
AT5G54250,,,,,,,,AT3G18670,AT2G34430,,,AT3G28890,,,,AT5G16970,,AT3G46330,
AT5G54630,,,,,,,,AT3G20360,AT2G34940,,,AT3G29250,,,,AT5G19890,,AT3G47780,
AT5G55620,,,,,,,,AT3G21310,AT2G34960,,,AT3G30120,,,,AT5G22300,,AT3G48850,
AT5G59130,,,,,,,,AT3G21520,AT2G35830,,,AT3G30720,,,,AT5G22570,,AT3G49570,
AT5G61270,,,,,,,,AT3G21720,AT2G35910,,,AT3G44510,,,,AT5G24110,,AT3G49580,
AT5G61520,,,,,,,,AT3G22640,AT2G36110,,,AT3G44550,,,,AT5G24160,,AT3G51330,
AT5G63180,,,,,,,,AT3G23120,AT2G36500,,,AT3G45860,,,,AT5G25250,,AT3G51340,
AT5G64770,,,,,,,,AT3G23230,AT2G36690,,,AT3G48080,,,,AT5G25260,,AT3G53480,
,,,,,,,,AT3G26200,AT2G37740,,,AT3G48650,,,,AT5G26220,,AT3G54040,
,,,,,,,,AT3G26830,AT2G39380,,,AT3G48850,,,,AT5G26920,,AT3G55150,
,,,,,,,,AT3G26960,AT2G39410,,,AT3G49570,,,,AT5G28510,,AT3G55890,
,,,,,,,,AT3G27400,AT2G41850,,,AT3G49580,,,,AT5G38910,,AT3G56970,
,,,,,,,,AT3G27950,AT2G42170,,,AT3G50260,,,,AT5G39030,,AT3G56980,
,,,,,,,,AT3G28510,AT2G43150,,,AT3G50470,,,,AT5G39050,,AT3G57260,
,,,,,,,,AT3G28580,AT2G43220,,,AT3G50850,,,,AT5G39610,,AT3G57380,
,,,,,,,,AT3G28917,AT2G43590,,,AT3G51330,,,,AT5G40590,,AT3G61280,
,,,,,,,,AT3G29580,AT2G43600,,,AT3G53150,,,,AT5G40990,,AT3G61390,
,,,,,,,,AT3G29670,AT2G44010,,,AT3G54150,,,,AT5G41280,,AT3G63380,
,,,,,,,,AT3G30340,AT2G44110,,,AT3G54580,,,,AT5G42610,,AT4G00700,
,,,,,,,,AT3G30725,AT2G44340,,,AT3G54590,,,,AT5G43450,,AT4G01350,
,,,,,,,,AT3G43190,AT2G44380,,,AT3G55150,,,,AT5G48175,,AT4G03460,
,,,,,,,,AT3G46616,AT2G46480,,,AT3G56710,,,,AT5G48430,,AT4G04490,
,,,,,,,,AT3G47380,AT2G46870,,,AT3G56970,,,,AT5G48850,,AT4G04990,
,,,,,,,,AT3G47480,AT3G01500,,,AT3G56980,,,,AT5G50160,,AT4G05020,
,,,,,,,,AT3G47510,AT3G02100,,,AT3G57240,,,,AT5G51500,,AT4G08555,
,,,,,,,,AT3G48640,AT3G02610,,,AT3G57260,,,,AT5G52390,,AT4G08770,
,,,,,,,,AT3G48770,AT3G02620,,,AT3G57380,,,,AT5G57123,,AT4G09770,
,,,,,,,,AT3G48850,AT3G03500,,,AT3G58550,,,,AT5G57220,,AT4G10500,
,,,,,,,,AT3G49520,AT3G04110,,,AT3G61280,,,,AT5G60250,,AT4G11170,
,,,,,,,,AT3G49570,AT3G04290,,,AT3G61390,,,,AT5G61730,,AT4G11650,
,,,,,,,,AT3G49580,AT3G04330,,,AT3G63380,,,,AT5G64110,,AT4G12490,
,,,,,,,,AT3G50610,AT3G05727,,,AT4G00700,,,,AT5G64810,,AT4G12500,
,,,,,,,,AT3G50940,AT3G05730,,,AT4G01700,,,,,,AT4G13180,
,,,,,,,,AT3G52810,AT3G05936,,,AT4G02700,,,,,,AT4G14390,
,,,,,,,,AT3G54820,AT3G07195,,,AT4G03450,,,,,,AT4G14630,
,,,,,,,,AT3G56400,AT3G09290,,,AT4G04490,,,,,,AT4G15417,
,,,,,,,,AT3G56710,AT3G09960,,,AT4G04500,,,,,,AT4G15610,
,,,,,,,,AT3G56780,AT3G10870,,,AT4G04540,,,,,,AT4G18250,
,,,,,,,,AT3G56970,AT3G12977,,,AT4G05020,,,,,,AT4G18360,
,,,,,,,,AT3G57460,AT3G13432,,,AT4G08555,,,,,,AT4G18430,
,,,,,,,,AT3G59900,AT3G13435,,,AT4G08770,,,,,,AT4G19030,
,,,,,,,,AT3G60140,AT3G13437,,,AT4G10500,,,,,,AT4G19970,
,,,,,,,,AT3G60420,AT3G13840,,,AT4G11170,,,,,,AT4G20000,
,,,,,,,,AT3G60470,AT3G13950,,,AT4G11370,,,,,,AT4G20110,
,,,,,,,,AT3G61210,AT3G14210,,,AT4G11650,,,,,,AT4G21903,
,,,,,,,,AT3G61880,AT3G14225,,,AT4G12500,,,,,,AT4G22070,
,,,,,,,,AT3G62960,AT3G14260,,,AT4G13180,,,,,,AT4G23140,
,,,,,,,,AT4G00390,AT3G14850,,,AT4G13890,,,,,,AT4G23150,
,,,,,,,,AT4G00780,AT3G15840,,,AT4G14368,,,,,,AT4G23230,
,,,,,,,,AT4G00890,AT3G16220,,,AT4G14390,,,,,,AT4G23320,
,,,,,,,,AT4G01060,AT3G16530,,,AT4G14465,,,,,,AT4G23700,
,,,,,,,,AT4G01380,AT3G16660,,,AT4G14630,,,,,,AT4G25070,
,,,,,,,,AT4G01390,AT3G16670,,,AT4G15236,,,,,,AT4G25110,
,,,,,,,,AT4G01430,AT3G19320,,,AT4G16260,,,,,,AT4G25540,
,,,,,,,,AT4G01600,AT3G19430,,,AT4G18250,,,,,,AT4G26050,
,,,,,,,,AT4G02280,AT3G19850,,,AT4G18360,,,,,,AT4G27220,
,,,,,,,,AT4G05430,AT3G20380,,,AT4G18430,,,,,,AT4G28420,
,,,,,,,,AT4G08150,AT3G21870,,,AT4G19370,,,,,,AT4G31970,
,,,,,,,,AT4G10310,AT3G22231,,,AT4G19460,,,,,,AT4G35180,
,,,,,,,,AT4G10500,AT3G22250,,,AT4G19970,,,,,,AT4G37010,
,,,,,,,,AT4G11170,AT3G22740,,,AT4G20000,,,,,,AT4G37070,
,,,,,,,,AT4G11480,AT3G23510,,,AT4G20110,,,,,,AT4G37370,
,,,,,,,,AT4G13260,AT3G25770,,,AT4G21200,,,,,,AT4G37900,
,,,,,,,,AT4G13820,AT3G25790,,,AT4G21840,,,,,,AT4G39670,
,,,,,,,,AT4G14020,AT3G26280,,,AT4G22070,,,,,,AT4G39830,
,,,,,,,,AT4G14630,AT3G26290,,,AT4G23140,,,,,,AT5G01490,
,,,,,,,,AT4G15490,AT3G28080,,,AT4G23150,,,,,,AT5G01550,
,,,,,,,,AT4G15680,AT3G28220,,,AT4G23230,,,,,,AT5G02780,
,,,,,,,,AT4G15700,AT3G28345,,,AT4G23280,,,,,,AT5G03350,
,,,,,,,,AT4G16000,AT3G29078,,,AT4G23310,,,,,,AT5G04150,
,,,,,,,,AT4G17660,AT3G29110,,,AT4G23320,,,,,,AT5G05250,
,,,,,,,,AT4G18050,AT3G29767,,,AT4G23700,,,,,,AT5G06730,
,,,,,,,,AT4G19050,AT3G29780,,,AT4G24140,,,,,,AT5G06740,
,,,,,,,,AT4G21380,AT3G32047,,,AT4G25070,,,,,,AT5G08240,
,,,,,,,,AT4G22390,AT3G41979,,,AT4G25110,,,,,,AT5G09290,
,,,,,,,,AT4G22620,AT3G43850,,,AT4G26120,,,,,,AT5G10760,
,,,,,,,,AT4G23250,AT3G43890,,,AT4G28420,,,,,,AT5G11210,
,,,,,,,,AT4G23700,AT3G45140,,,AT4G28460,,,,,,AT5G12880,
,,,,,,,,AT4G24040,AT3G45440,,,AT4G28790,,,,,,AT5G13080,
,,,,,,,,AT4G24250,AT3G46270,,,AT4G31910,,,,,,AT5G13320,
,,,,,,,,AT4G24260,AT3G46330,,,AT4G31970,,,,,,AT5G14000,
,,,,,,,,AT4G25010,AT3G46480,,,AT4G34131,,,,,,AT5G15130,
,,,,,,,,AT4G27190,AT3G46500,,,AT4G35180,,,,,,AT5G16170,
,,,,,,,,AT4G27210,AT3G46710,,,AT4G37370,,,,,,AT5G19490,
,,,,,,,,AT4G28420,AT3G46800,,,AT4G38080,,,,,,AT5G19880,
,,,,,,,,AT4G28500,AT3G46810,,,AT4G39670,,,,,,AT5G22570,
,,,,,,,,AT4G31330,AT3G47040,,,AT4G39830,,,,,,AT5G24090,
,,,,,,,,AT4G31520,AT3G47050,,,AT5G01550,,,,,,AT5G24240,
,,,,,,,,AT4G31970,AT3G47250,,,AT5G02780,,,,,,AT5G24380,
,,,,,,,,AT4G32950,AT3G48290,,,AT5G03350,,,,,,AT5G24530,
,,,,,,,,AT4G33070,AT3G48310,,,AT5G03545,,,,,,AT5G25260,
,,,,,,,,AT4G33560,AT3G48740,,,AT5G04150,,,,,,AT5G26220,
,,,,,,,,AT4G34770,AT3G49190,,,AT5G05250,,,,,,AT5G38250,
,,,,,,,,AT4G35180,AT3G50460,,,AT5G06640,,,,,,AT5G38900,
,,,,,,,,AT4G35640,AT3G50480,,,AT5G06730,,,,,,AT5G38910,
,,,,,,,,AT4G35720,AT3G50710,,,AT5G07322,,,,,,AT5G39520,
,,,,,,,,AT4G36570,AT3G51420,,,AT5G08240,,,,,,AT5G40010,
,,,,,,,,AT4G37420,AT3G52820,,,AT5G09290,,,,,,AT5G40590,
,,,,,,,,AT4G37970,AT3G52970,,,AT5G09480,,,,,,AT5G40990,
,,,,,,,,AT5G01900,AT3G53720,,,AT5G09530,,,,,,AT5G42830,
,,,,,,,,AT5G02460,AT3G53840,,,AT5G10760,,,,,,AT5G43350,
,,,,,,,,AT5G02600,AT3G55110,,,AT5G11210,,,,,,AT5G43520,
,,,,,,,,AT5G03495,AT3G58190,,,AT5G13080,,,,,,AT5G43580,
,,,,,,,,AT5G03545,AT3G61280,,,AT5G13320,,,,,,AT5G44380,
,,,,,,,,AT5G04690,AT3G63160,,,AT5G14565,,,,,,AT5G44610,
,,,,,,,,AT5G07200,AT4G00070,,,AT5G15130,,,,,,AT5G44990,
,,,,,,,,AT5G07330,AT4G00180,,,AT5G16170,,,,,,AT5G45000,
,,,,,,,,AT5G09210,AT4G01490,,,AT5G18350,,,,,,AT5G45080,
,,,,,,,,AT5G09570,AT4G01735,,,AT5G19470,,,,,,AT5G45380,
,,,,,,,,AT5G09976,AT4G01890,,,AT5G19880,,,,,,AT5G48400,
,,,,,,,,AT5G10180,AT4G02190,,,AT5G20790,,,,,,AT5G48410,
,,,,,,,,AT5G10760,AT4G03450,,,AT5G22540,,,,,,AT5G48430,
,,,,,,,,AT5G13320,AT4G04745,,,AT5G22570,,,,,,AT5G48657,
,,,,,,,,AT5G13330,AT4G04972,,,AT5G24110,,,,,,AT5G53110,
,,,,,,,,AT5G13370,AT4G05130,,,AT5G24380,,,,,,AT5G54040,
,,,,,,,,AT5G13790,AT4G06536,,,AT5G24530,,,,,,AT5G57480,
,,,,,,,,AT5G14565,AT4G08870,,,AT5G25260,,,,,,AT5G59670,
,,,,,,,,AT5G14570,AT4G09420,,,AT5G27420,,,,,,AT5G60900,
,,,,,,,,AT5G15960,AT4G10830,,,AT5G34795,,,,,,AT5G61550,
,,,,,,,,AT5G16530,AT4G11580,,,AT5G37690,,,,,,AT5G62150,
,,,,,,,,AT5G16980,AT4G12170,,,AT5G38000,,,,,,AT5G62480,
,,,,,,,,AT5G22150,AT4G12320,,,AT5G38250,,,,,,AT5G63600,
,,,,,,,,AT5G22300,AT4G12470,,,AT5G38900,,,,,,AT5G64100,
,,,,,,,,AT5G22570,AT4G12480,,,AT5G40230,,,,,,AT5G64905,
,,,,,,,,AT5G22870,AT4G13420,,,AT5G40990,,,,,,AT5G65600,
,,,,,,,,AT5G24110,AT4G13890,,,AT5G41730,,,,,,AT5G67340,
,,,,,,,,AT5G24600,AT4G14780,,,AT5G42830,,,,,,AT5G67450,
,,,,,,,,AT5G26220,AT4G15270,,,AT5G44585,,,,,,,
,,,,,,,,AT5G26920,AT4G15380,,,AT5G44820,,,,,,,
,,,,,,,,AT5G27690,AT4G15393,,,AT5G44990,,,,,,,
,,,,,,,,AT5G28490,AT4G15400,,,AT5G45000,,,,,,,
,,,,,,,,AT5G28510,AT4G15740,,,AT5G45380,,,,,,,
,,,,,,,,AT5G28520,AT4G15990,,,AT5G48400,,,,,,,
,,,,,,,,AT5G34790,AT4G16990,,,AT5G48410,,,,,,,
,,,,,,,,AT5G34795,AT4G17340,,,AT5G48430,,,,,,,
,,,,,,,,AT5G34800,AT4G18195,,,AT5G48657,,,,,,,
,,,,,,,,AT5G36150,AT4G18197,,,AT5G53110,,,,,,,
,,,,,,,,AT5G37980,AT4G18205,,,AT5G54610,,,,,,,
,,,,,,,,AT5G38910,AT4G20160,,,AT5G57480,,,,,,,
,,,,,,,,AT5G39050,AT4G21250,,,AT5G58860,,,,,,,
,,,,,,,,AT5G39120,AT4G21870,,,AT5G59520,,,,,,,
,,,,,,,,AT5G39760,AT4G22210,,,AT5G59670,,,,,,,
,,,,,,,,AT5G40000,AT4G22610,,,AT5G59680,,,,,,,
,,,,,,,,AT5G41380,AT4G23200,,,AT5G60900,,,,,,,
,,,,,,,,AT5G42610,AT4G23210,,,AT5G62150,,,,,,,
,,,,,,,,AT5G43370,AT4G23300,,,AT5G62480,,,,,,,
,,,,,,,,AT5G43450,AT4G23600,,,AT5G64810,,,,,,,
,,,,,,,,AT5G44578,AT4G25090,,,AT5G64905,,,,,,,
,,,,,,,,AT5G45530,AT4G25560,,,AT5G65600,,,,,,,
,,,,,,,,AT5G45540,AT4G25830,,,AT5G66280,,,,,,,
,,,,,,,,AT5G45990,AT4G26530,,,AT5G66690,,,,,,,
,,,,,,,,AT5G46130,AT4G28530,,,AT5G67080,,,,,,,
,,,,,,,,AT5G48050,AT4G28620,,,AT5G67340,,,,,,,
,,,,,,,,AT5G48175,AT4G28780,,,,,,,,,,
,,,,,,,,AT5G48690,AT4G28850,,,,,,,,,,
,,,,,,,,AT5G48850,AT4G30140,,,,,,,,,,
,,,,,,,,AT5G50130,AT4G30670,,,,,,,,,,
,,,,,,,,AT5G50800,AT4G31875,,,,,,,,,,
,,,,,,,,AT5G51440,AT4G33120,,,,,,,,,,
,,,,,,,,AT5G51480,AT4G34320,,,,,,,,,,
,,,,,,,,AT5G51500,AT4G34881,,,,,,,,,,
,,,,,,,,AT5G52390,AT4G34930,,,,,,,,,,
,,,,,,,,AT5G53592,AT4G36220,,,,,,,,,,
,,,,,,,,AT5G53820,AT4G36670,,,,,,,,,,
,,,,,,,,AT5G53840,AT4G37010,,,,,,,,,,
,,,,,,,,AT5G53950,AT4G37160,,,,,,,,,,
,,,,,,,,AT5G57123,AT4G37230,,,,,,,,,,
,,,,,,,,AT5G57190,AT4G37235,,,,,,,,,,
,,,,,,,,AT5G57220,AT4G37340,,,,,,,,,,
,,,,,,,,AT5G57240,AT4G37950,,,,,,,,,,
,,,,,,,,AT5G58610,AT4G38830,,,,,,,,,,
,,,,,,,,AT5G59320,AT4G38840,,,,,,,,,,
,,,,,,,,AT5G59370,AT4G38860,,,,,,,,,,
,,,,,,,,AT5G60250,AT4G39675,,,,,,,,,,
,,,,,,,,AT5G62730,AT4G40065,,,,,,,,,,
,,,,,,,,AT5G64060,AT4G40070,,,,,,,,,,
,,,,,,,,AT5G64810,AT5G01320,,,,,,,,,,
,,,,,,,,AT5G65590,AT5G02000,,,,,,,,,,
,,,,,,,,AT5G66780,AT5G03550,,,,,,,,,,
,,,,,,,,ATCG00860,AT5G03570,,,,,,,,,,
,,,,,,,,,AT5G04190,,,,,,,,,,
,,,,,,,,,AT5G04200,,,,,,,,,,
,,,,,,,,,AT5G06690,,,,,,,,,,
,,,,,,,,,AT5G06870,,,,,,,,,,
,,,,,,,,,AT5G06900,,,,,,,,,,
,,,,,,,,,AT5G06905,,,,,,,,,,
,,,,,,,,,AT5G07570,,,,,,,,,,
,,,,,,,,,AT5G07571,,,,,,,,,,
,,,,,,,,,AT5G07572,,,,,,,,,,
,,,,,,,,,AT5G07650,,,,,,,,,,
,,,,,,,,,AT5G08000,,,,,,,,,,
,,,,,,,,,AT5G09978,,,,,,,,,,
,,,,,,,,,AT5G11610,,,,,,,,,,
,,,,,,,,,AT5G14740,,,,,,,,,,
,,,,,,,,,AT5G15180,,,,,,,,,,
,,,,,,,,,AT5G15780,,,,,,,,,,
,,,,,,,,,AT5G17720,,,,,,,,,,
,,,,,,,,,AT5G20470,,,,,,,,,,
,,,,,,,,,AT5G20630,,,,,,,,,,
,,,,,,,,,AT5G22460,,,,,,,,,,
,,,,,,,,,AT5G22890,,,,,,,,,,
,,,,,,,,,AT5G23660,,,,,,,,,,
,,,,,,,,,AT5G23840,,,,,,,,,,
,,,,,,,,,AT5G23980,,,,,,,,,,
,,,,,,,,,AT5G24040,,,,,,,,,,
,,,,,,,,,AT5G24150,,,,,,,,,,
,,,,,,,,,AT5G24410,,,,,,,,,,
,,,,,,,,,AT5G25020,,,,,,,,,,
,,,,,,,,,AT5G25040,,,,,,,,,,
,,,,,,,,,AT5G25120,,,,,,,,,,
,,,,,,,,,AT5G25140,,,,,,,,,,
,,,,,,,,,AT5G25840,,,,,,,,,,
,,,,,,,,,AT5G25980,,,,,,,,,,
,,,,,,,,,AT5G26000,,,,,,,,,,
,,,,,,,,,AT5G26010,,,,,,,,,,
,,,,,,,,,AT5G26270,,,,,,,,,,
,,,,,,,,,AT5G26320,,,,,,,,,,
,,,,,,,,,AT5G27200,,,,,,,,,,
,,,,,,,,,AT5G28010,,,,,,,,,,
,,,,,,,,,AT5G28145,,,,,,,,,,
,,,,,,,,,AT5G35480,,,,,,,,,,
,,,,,,,,,AT5G36220,,,,,,,,,,
,,,,,,,,,AT5G36870,,,,,,,,,,
,,,,,,,,,AT5G36910,,,,,,,,,,
,,,,,,,,,AT5G36937,,,,,,,,,,
,,,,,,,,,AT5G37450,,,,,,,,,,
,,,,,,,,,AT5G38100,,,,,,,,,,
,,,,,,,,,AT5G38420,,,,,,,,,,
,,,,,,,,,AT5G39000,,,,,,,,,,
,,,,,,,,,AT5G39020,,,,,,,,,,
,,,,,,,,,AT5G39210,,,,,,,,,,
,,,,,,,,,AT5G39220,,,,,,,,,,
,,,,,,,,,AT5G40060,,,,,,,,,,
,,,,,,,,,AT5G41050,,,,,,,,,,
,,,,,,,,,AT5G41410,,,,,,,,,,
,,,,,,,,,AT5G42580,,,,,,,,,,
,,,,,,,,,AT5G42600,,,,,,,,,,
,,,,,,,,,AT5G44420,,,,,,,,,,
,,,,,,,,,AT5G44574,,,,,,,,,,
,,,,,,,,,AT5G44680,,,,,,,,,,
,,,,,,,,,AT5G45120,,,,,,,,,,
,,,,,,,,,AT5G45240,,,,,,,,,,
,,,,,,,,,AT5G45850,,,,,,,,,,
,,,,,,,,,AT5G46260,,,,,,,,,,
,,,,,,,,,AT5G46370,,,,,,,,,,
,,,,,,,,,AT5G46490,,,,,,,,,,
,,,,,,,,,AT5G46880,,,,,,,,,,
,,,,,,,,,AT5G47000,,,,,,,,,,
,,,,,,,,,AT5G47450,,,,,,,,,,
,,,,,,,,,AT5G47560,,,,,,,,,,
,,,,,,,,,AT5G47950,,,,,,,,,,
,,,,,,,,,AT5G48290,,,,,,,,,,
,,,,,,,,,AT5G48490,,,,,,,,,,
,,,,,,,,,AT5G49730,,,,,,,,,,
,,,,,,,,,AT5G49770,,,,,,,,,,
,,,,,,,,,AT5G50760,,,,,,,,,,
,,,,,,,,,AT5G50790,,,,,,,,,,
,,,,,,,,,AT5G51720,,,,,,,,,,
,,,,,,,,,AT5G51870,,,,,,,,,,
,,,,,,,,,AT5G52260,,,,,,,,,,
,,,,,,,,,AT5G52710,,,,,,,,,,
,,,,,,,,,AT5G52780,,,,,,,,,,
,,,,,,,,,AT5G52790,,,,,,,,,,
,,,,,,,,,AT5G53190,,,,,,,,,,
,,,,,,,,,AT5G54630,,,,,,,,,,
,,,,,,,,,AT5G54790,,,,,,,,,,
,,,,,,,,,AT5G55170,,,,,,,,,,
,,,,,,,,,AT5G56100,,,,,,,,,,
,,,,,,,,,AT5G56795,,,,,,,,,,
,,,,,,,,,AT5G56860,,,,,,,,,,
,,,,,,,,,AT5G58390,,,,,,,,,,
,,,,,,,,,AT5G59260,,,,,,,,,,
,,,,,,,,,AT5G59270,,,,,,,,,,
,,,,,,,,,AT5G59680,,,,,,,,,,
,,,,,,,,,AT5G60060,,,,,,,,,,
,,,,,,,,,AT5G60390,,,,,,,,,,
,,,,,,,,,AT5G60910,,,,,,,,,,
,,,,,,,,,AT5G61260,,,,,,,,,,
,,,,,,,,,AT5G62420,,,,,,,,,,
,,,,,,,,,AT5G63160,,,,,,,,,,
,,,,,,,,,AT5G64770,,,,,,,,,,
,,,,,,,,,AT5G65320,,,,,,,,,,
,,,,,,,,,AT5G65800,,,,,,,,,,
,,,,,,,,,AT5G65980,,,,,,,,,,
,,,,,,,,,AT5G66490,,,,,,,,,,
,,,,,,,,,ATMG00030,,,,,,,,,,
,,,,,,,,,ATMG01380,,,,,,,,,,